Package,License,maintainer,DOI,authorItem,Descr_lang,Descr
SpatialDecon,MIT,Maddy Griswold,10.18129/B9.BIOC.SPATIALDECON,,,
SpatialExperiment,GPL-3,Dario Righelli,10.18129/B9.BIOC.SPATIALEXPERIMENT,Q64141115,en,researcher
spatialHeatmap,Artistic-2.0,Jianhai Zhang,10.18129/B9.BIOC.SPATIALHEATMAP,Q56971189,en,researcher (ORCID 0000-0001-6005-8376)
spatzie,GPL-3,Jennifer Hammelman,10.18129/B9.BIOC.SPATZIE,Q108617507,,
specL,GPL-3,Christian Panse,10.18129/B9.BIOC.SPECL,Q89370567,en,researcher
SpeCond,LGPL (>= 2.1),Florence Cavalli,10.18129/B9.BIOC.SPECOND,,,
Spectra,Artistic-2.0,RforMassSpectrometry Package Maintainer,10.18129/B9.BIOC.SPECTRA,,,
SPEM,GPL-2,Xinyi YANG,10.18129/B9.BIOC.SPEM,Q92674192,en,researcher (ORCID 0000-0002-5128-5128)
spicyR,GPL (>= 2),Ellis Patrick,10.18129/B9.BIOC.SPICYR,Q47792701,en,researcher
SpidermiR,GPL (>= 3),Claudia Cava,10.18129/B9.BIOC.SPIDERMIR,Q57204478,en,researcher
spikeLI,GPL-2,Enrico Carlon,10.18129/B9.BIOC.SPIKELI,Q43198509,en,researcher
spiky,GPL-2,Tim Triche,10.18129/B9.BIOC.SPIKY,Q58925437,en,researcher ORCID ID = 0000-0001-5665-946X
spkTools,GPL (>= 2),Matthew N McCall,10.18129/B9.BIOC.SPKTOOLS,Q89000270,en,researcher
SplicingFactory,GPL-3,Endre Sebestyen,10.18129/B9.BIOC.SPLICINGFACTORY,Q55136894,en,researcher
SplicingGraphs,Artistic-2.0,H. Pagès,10.18129/B9.BIOC.SPLICINGGRAPHS,,,
splineTimeR,GPL-3,Herbert Braselmann,10.18129/B9.BIOC.SPLINETIMER,Q58212202,en,"researcher, ORCID id # 0000-0001-5416-9440"
SPLINTER,GPL-2,Diana Low,10.18129/B9.BIOC.SPLINTER,Q21454050,,
splots,LGPL (>= 2.1),Wolfgang Huber,10.18129/B9.BIOC.SPLOTS,,,
SPONGE,GPL (>= 3),Markus List,10.18129/B9.BIOC.SPONGE,Q56543289,en,researcher
SPOTlight,GPL-3,Marc Elosua-Bayes,10.18129/B9.BIOC.SPOTLIGHT,Q59687749,en,researcher ORCID ID = 0000-0001-5315-815X
spqn,Artistic-2.0,Yi Wang,10.18129/B9.BIOC.SPQN,,,
SPsimSeq,GPL-2,Joris Meys,10.18129/B9.BIOC.SPSIMSEQ,,,
SQLDataFrame,GPL-3,Qian Liu,10.18129/B9.BIOC.SQLDATAFRAME,,,
SQUADD,GPL (>= 2),Martial Sankar,10.18129/B9.BIOC.SQUADD,,,
sRACIPE,MIT,Vivek Kohar,10.18129/B9.BIOC.SRACIPE,Q85300603,en,researcher
SRAdb,Artistic-2.0,Jack Zhu,10.18129/B9.BIOC.SRADB,Q94478651,en,researcher
srnadiff,GPL-3,Zytnicki Matthias,10.18129/B9.BIOC.SRNADIFF,,,
sscore,GPL (>= 2),Richard Kennedy,10.18129/B9.BIOC.SSCORE,Q87894172,en,researcher
sscu,GPL (>= 2),Yu Sun,10.18129/B9.BIOC.SSCU,,,
sSeq,GPL (>= 3),Danni Yu,10.18129/B9.BIOC.SSEQ,,,
ssize,LGPL (>= 2.1),Gregory R. Warnes,10.18129/B9.BIOC.SSIZE,Q110717731,en,"PhD, University of Washington, 2000"
sSNAPPY,GPL-3,Wenjun Liu,10.18129/B9.BIOC.SSNAPPY,Q81408897,en,researcher (ORCID 0000-0001-9380-2990)
ssPATHS,MIT,Natalie R. Davidson,10.18129/B9.BIOC.SSPATHS,,,
ssrch,Artistic-2.0,VJ Carey,10.18129/B9.BIOC.SSRCH,,,
ssviz,GPL-2,Diana Low,10.18129/B9.BIOC.SSVIZ,Q21454050,,
stageR,GNU General Public License version 3,Koen Van den Berge,10.18129/B9.BIOC.STAGER,Q52686499,en,researcher
STAN,GPL (>= 2),Rafael Campos-Martin,10.18129/B9.BIOC.STAN,,,
standR,MIT,Ning Liu,10.18129/B9.BIOC.STANDR,Q80171940,en,researcher (ORCID 0000-0002-7925-8535)
staRank,GPL,Juliane Siebourg,10.18129/B9.BIOC.STARANK,Q90020844,en,researcher
StarBioTrek,GPL (>= 3),Claudia Cava,10.18129/B9.BIOC.STARBIOTREK,Q57204478,en,researcher
STATegRa,GPL-2,David Gomez-Cabrero,10.18129/B9.BIOC.STATEGRA,Q40263865,en,researcher
statTarget,LGPL (>= 2.1),Hemi Luan,10.18129/B9.BIOC.STATTARGET,Q56998215,en,researcher
STdeconvolve,GPL-3,Brendan Miller,10.18129/B9.BIOC.STDECONVOLVE,,,
stepNorm,LGPL (>= 2.1),Yuanyuan Xiao,10.18129/B9.BIOC.STEPNORM,Q90657851,en,researcher (ORCID 0000-0003-0216-938X)
strandCheckR,GPL (>= 2),Thu-Hien To,10.18129/B9.BIOC.STRANDCHECKR,,,
Streamer,Artistic-2.0,Martin Morgan,10.18129/B9.BIOC.STREAMER,Q60662565,en,researcher ORCID ID = 0000-0002-5874-8148
STRINGdb,GPL-2,Damian Szklarczyk,10.18129/B9.BIOC.STRINGDB,Q30002479,en,researcher
STROMA4,GPL-3,Sadiq Saleh,10.18129/B9.BIOC.STROMA4,,,
struct,GPL-3,Gavin Rhys Lloyd,10.18129/B9.BIOC.STRUCT,,,
Structstrings,Artistic-2.0,Felix G.M. Ernst,10.18129/B9.BIOC.STRUCTSTRINGS,,,
structToolbox,GPL-3,Gavin Rhys Lloyd,10.18129/B9.BIOC.STRUCTTOOLBOX,,,
StructuralVariantAnnotation,GPL-3,Daniel Cameron,10.18129/B9.BIOC.STRUCTURALVARIANTANNOTATION,Q57155586,en,researcher
SubCellBarCode,GPL-2,Taner Arslan,10.18129/B9.BIOC.SUBCELLBARCODE,Q58741768,en,researcher ORCID ID = 0000-0002-8773-2700
subSeq,MIT,Andrew J. Bass,10.18129/B9.BIOC.SUBSEQ,,,
SummarizedExperiment,Artistic-2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.SUMMARIZEDEXPERIMENT,,,
Summix,MIT,Audrey Hendricks,10.18129/B9.BIOC.SUMMIX,Q57067979,en,researcher
supersigs,GPL-3,Albert Kuo,10.18129/B9.BIOC.SUPERSIGS,,,
supraHex,GPL-2,Hai Fang,10.18129/B9.BIOC.SUPRAHEX,Q47502483,en,researcher (ORCID 0000-0003-3961-8572)
surfaltr,MIT,Pooja Gangras,10.18129/B9.BIOC.SURFALTR,,,
survcomp,Artistic-2.0,Benjamin Haibe-Kains,10.18129/B9.BIOC.SURVCOMP,Q38639014,en,researcher
survtype,Artistic-2.0,Dongmin Jung,10.18129/B9.BIOC.SURVTYPE,Q91273582,en,researcher (ORCID 0000-0001-7499-8422)
Sushi,GPL (>= 2),Douglas H Phanstiel,10.18129/B9.BIOC.SUSHI,,,
sva,Artistic-2.0,Jeffrey T. Leek,10.18129/B9.BIOC.SVA,Q41905110,en,biostatistician and data scientist
svaNUMT,GPL-3,Ruining Dong,10.18129/B9.BIOC.SVANUMT,,,
svaRetro,GPL-3,Ruining Dong,10.18129/B9.BIOC.SVARETRO,,,
SwathXtend,GPL-2,Jemma Wu,10.18129/B9.BIOC.SWATHXTEND,,,
swfdr,GPL (>= 3),Simina M. Boca,10.18129/B9.BIOC.SWFDR,Q37393163,en,researcher
switchde,GPL (>= 2),Kieran Campbell,10.18129/B9.BIOC.SWITCHDE,,,
synapsis,MIT,Lucy McNeill,10.18129/B9.BIOC.SYNAPSIS,,,
synergyfinder,Mozilla Public License 2.0,Shuyu Zheng,10.18129/B9.BIOC.SYNERGYFINDER,Q87675376,en,researcher
SynExtend,GPL-3,Nicholas Cooley,10.18129/B9.BIOC.SYNEXTEND,Q104476979,en,researcher
synlet,GPL-3,Chunxuan Shao,10.18129/B9.BIOC.SYNLET,,,
SynMut,GPL-2,Haogao Gu,10.18129/B9.BIOC.SYNMUT,,,
systemPipeShiny,GPL (>= 3),Le Zhang,10.18129/B9.BIOC.SYSTEMPIPESHINY,Q59685266,en,researcher ORCID ID = 0000-0003-1841-1986
systemPipeTools,Artistic-2.0,Daniela Cassol,10.18129/B9.BIOC.SYSTEMPIPETOOLS,Q89390367,en,researcher
target,GPL-3,Mahmoud Ahmed,10.18129/B9.BIOC.TARGET,,,
TargetDecoy,Artistic-2.0,Elke Debrie,10.18129/B9.BIOC.TARGETDECOY,,,
TBSignatureProfiler,MIT,Aubrey Odom-Mabey,10.18129/B9.BIOC.TBSIGNATUREPROFILER,,,
TCC,GPL-2,Jianqiang Sun,10.18129/B9.BIOC.TCC,Q60195713,en,researcher ORCID ID = 0000-0002-1296-3192
TCGAbiolinksGUI,GPL (>= 3),Tiago C. Silva,10.18129/B9.BIOC.TCGABIOLINKSGUI,,,
TCGAutils,Artistic-2.0,Marcel Ramos,10.18129/B9.BIOC.TCGAUTILS,Q98196257,en,researcher
TCseq,GPL (>= 2),Mengjun Wu,10.18129/B9.BIOC.TCSEQ,,,
TDARACNE,GPL-2,Zoppoli Pietro,10.18129/B9.BIOC.TDARACNE,,,
TEKRABber,GPL (>= 2),Yao-Chung Chen,10.18129/B9.BIOC.TEKRABBER,,,
tenXplore,Artistic-2.0,VJ Carey,10.18129/B9.BIOC.TENXPLORE,,,
TEQC,GPL (>= 2),Sarah Bonnin,10.18129/B9.BIOC.TEQC,Q53923186,en,researcher
ternarynet,GPL (>= 2),McCall N. Matthew,10.18129/B9.BIOC.TERNARYNET,,,
terraTCGAdata,Artistic-2.0,Marcel Ramos,10.18129/B9.BIOC.TERRATCGADATA,Q98196257,en,researcher
TFARM,Artistic-2.0,Liuba Nausicaa Martino,10.18129/B9.BIOC.TFARM,,,
TFHAZ,Artistic-2.0,Gaia Ceddia,10.18129/B9.BIOC.TFHAZ,Q90025322,en,researcher
TFutils,Artistic-2.0,Vincent Carey,10.18129/B9.BIOC.TFUTILS,Q91812157,en,researcher (ORCID 0000-0003-4046-0063)
tidybulk,GPL-3,Stefano Mangiola,10.18129/B9.BIOC.TIDYBULK,Q104281752,en,researcher
tidySingleCellExperiment,GPL-3,Stefano Mangiola,10.18129/B9.BIOC.TIDYSINGLECELLEXPERIMENT,Q104281752,en,researcher
tidySummarizedExperiment,GPL-3,Stefano Mangiola,10.18129/B9.BIOC.TIDYSUMMARIZEDEXPERIMENT,Q104281752,en,researcher
TileDBArray,MIT,Aaron Lun,10.18129/B9.BIOC.TILEDBARRAY,Q61727711,en,researcher ORCID ID = 0000-0002-3564-4813
tilingArray,Artistic-2.0,Zhenyu Xu,10.18129/B9.BIOC.TILINGARRAY,Q92405785,en,researcher (ORCID 0000-0001-7374-9387)
timecourse,LGPL (>= 2.1),Yu Chuan Tai,10.18129/B9.BIOC.TIMECOURSE,Q102175585,en,"Ph.D. University of California, Berkeley 2005"
timeOmics,GPL-3,Antoine Bodein,10.18129/B9.BIOC.TIMEOMICS,,,
timescape,GPL-3,Maia Smith,10.18129/B9.BIOC.TIMESCAPE,Q59150957,en,researcher ORCID ID = 0000-0002-1154-1158
TimeSeriesExperiment,MIT,Lan Huong Nguyen,10.18129/B9.BIOC.TIMESERIESEXPERIMENT,Q59749405,en,researcher ORCID ID = 0000-0003-3397-0380
TimiRGeN,GPL-3,Krutik Patel,10.18129/B9.BIOC.TIMIRGEN,,,
TIN,Artistic-2.0,Bjarne Johannessen,10.18129/B9.BIOC.TIN,,,
TitanCNA,GPL-3,Gavin Ha,10.18129/B9.BIOC.TITANCNA,Q55079545,en,researcher
tkWidgets,Artistic-2.0,J. Zhang,10.18129/B9.BIOC.TKWIDGETS,Q61624271,,
tLOH,MIT,Michelle Webb,10.18129/B9.BIOC.TLOH,Q54877958,en,biochemist
TMixClust,GPL (>= 2),Monica Golumbeanu,10.18129/B9.BIOC.TMIXCLUST,,,
TNBC.CMS,GPL-3,Doyeong Yu,10.18129/B9.BIOC.TNBC.CMS,,,
TnT,AGPL-3,Jialin Ma,10.18129/B9.BIOC.TNT,Q56936987,en,researcher (ORCID 0000-0001-6671-3474)
TOAST,GPL-2,Ziyi Li,10.18129/B9.BIOC.TOAST,Q89524412,en,researcher (ORCID 0000-0001-8815-5696)
tomoda,MIT,Wendao Liu,10.18129/B9.BIOC.TOMODA,Q8274498,,
tomoseqr,MIT,Ryosuke Matsuzawa,10.18129/B9.BIOC.TOMOSEQR,,,
topGO,LGPL (>= 2.1),Adrian Alexa,10.18129/B9.BIOC.TOPGO,,,
ToxicoGx,MIT,Benjamin Haibe-Kains,10.18129/B9.BIOC.TOXICOGX,Q38639014,en,researcher
TPP,Artistic-2.0,Dorothee Childs,10.18129/B9.BIOC.TPP,Q90466750,en,researcher (ORCID 0000-0002-2432-4128)
tracktables,GPL (>= 3),Tom Carroll,10.18129/B9.BIOC.TRACKTABLES,,,
tradeSeq,MIT,Hector Roux de Bezieux,10.18129/B9.BIOC.TRADESEQ,,,
TrajectoryGeometry,MIT,Michael Shapiro,10.18129/B9.BIOC.TRAJECTORYGEOMETRY,,,
TrajectoryUtils,GPL-3,Aaron Lun,10.18129/B9.BIOC.TRAJECTORYUTILS,Q61727711,en,researcher ORCID ID = 0000-0002-3564-4813
transcriptR,GPL-3,Armen R. Karapetyan,10.18129/B9.BIOC.TRANSCRIPTR,,,
transformGamPoi,GPL-3,Constantin Ahlmann-Eltze,10.18129/B9.BIOC.TRANSFORMGAMPOI,,,
tRanslatome,GPL-3,Toma Tebaldi,10.18129/B9.BIOC.TRANSLATOME,Q57231205,en,researcher
transomics2cytoscape,Artistic-2.0,Kozo Nishida,10.18129/B9.BIOC.TRANSOMICS2CYTOSCAPE,,,
TransView,GPL-3,Julius Muller,10.18129/B9.BIOC.TRANSVIEW,Q55154445,en,"genetics researcher at Molecular Health GmbH, Heidelberg"
TraRe,MIT,Jesus De La Fuente Cedeño,10.18129/B9.BIOC.TRARE,,,
traseR,GPL,li chen,10.18129/B9.BIOC.TRASER,,,
Travel,GPL-3,Jiefei Wang,10.18129/B9.BIOC.TRAVEL,Q90928985,en,researcher (ORCID 0000-0002-2709-5332)
traviz,MIT,Koen Van den Berge,10.18129/B9.BIOC.TRAVIZ,Q52686499,en,researcher
treeio,Artistic-2.0,Guangchuang Yu,10.18129/B9.BIOC.TREEIO,Q56548905,en,researcher
treekoR,GPL-3,Adam Chan,10.18129/B9.BIOC.TREEKOR,,,
TreeSummarizedExperiment,GPL (>= 2),Ruizhu Huang,10.18129/B9.BIOC.TREESUMMARIZEDEXPERIMENT,Q92020780,en,researcher (ORCID 0000-0003-3285-1945)
TREG,Artistic-2.0,Louise Huuki-Myers,10.18129/B9.BIOC.TREG,,,
trena,GPL-3,Paul Shannon,10.18129/B9.BIOC.TRENA,,,
Trendy,GPL-3,Rhonda Bacher,10.18129/B9.BIOC.TRENDY,Q59676921,en,researcher ORCID ID = 0000-0001-5787-476X
TRESS,GPL-3,Zhenxing Guo,10.18129/B9.BIOC.TRESS,Q96195417,en,researcher
trigger,GPL-3,John D. Storey,10.18129/B9.BIOC.TRIGGER,Q55121965,en,genomics statistician
trio,LGPL (>= 2.1),Holger Schwender,10.18129/B9.BIOC.TRIO,Q91265114,en,researcher (ORCID 0000-0002-2858-6715)
tripr,MIT,Iason Ofeidis,10.18129/B9.BIOC.TRIPR,,,
tRNA,GPL-3,Felix GM Ernst,10.18129/B9.BIOC.TRNA,,,
tRNAdbImport,GPL-3,Felix G.M. Ernst,10.18129/B9.BIOC.TRNADBIMPORT,,,
tRNAscanImport,GPL-3,Felix G.M. Ernst,10.18129/B9.BIOC.TRNASCANIMPORT,,,
TRONCO,GPL-3,Luca De Sano,10.18129/B9.BIOC.TRONCO,,,
TSCAN,GPL (>= 2),Zhicheng Ji,10.18129/B9.BIOC.TSCAN,Q92560339,en,researcher (ORCID 0000-0002-4837-7240)
tscR,Artistic-2.0,Fernando Pérez-Sanz,10.18129/B9.BIOC.TSCR,Q89682567,en,researcher
tspair,GPL-2,Jeffrey T. Leek,10.18129/B9.BIOC.TSPAIR,Q41905110,en,biostatistician and data scientist
ttgsea,Artistic-2.0,Dongmin Jung,10.18129/B9.BIOC.TTGSEA,Q91273582,en,researcher (ORCID 0000-0001-7499-8422)
TTMap,GPL-2,Rachel Jeitziner,10.18129/B9.BIOC.TTMAP,,,
TurboNorm,LGPL (>= 2.1),Maarten van Iterson,10.18129/B9.BIOC.TURBONORM,Q96198616,en,researcher
TVTB,Artistic-2.0,Kevin Rue-Albrecht,10.18129/B9.BIOC.TVTB,Q58165399,en,"researcher, ORCID id # 0000-0003-3899-3872"
tweeDEseq,GPL (>= 2),Juan R Gonzalez,10.18129/B9.BIOC.TWEEDESEQ,Q48190660,en,researcher
twilight,GPL (>= 2),Stefanie Scheid,10.18129/B9.BIOC.TWILIGHT,Q43184439,en,researcher
twoddpcr,GPL-3,Anthony Chiu,10.18129/B9.BIOC.TWODDPCR,Q84463147,en,researcher (ORCID 0000-0003-2411-7302)
txcutr,GPL-3,Mervin Fansler,10.18129/B9.BIOC.TXCUTR,,,
TypeInfo,BSD_2_clause,Duncan Temple Lang,10.18129/B9.BIOC.TYPEINFO,Q57567653,en,researcher ORCID ID = 0000-0003-0159-1546
UCell,GPL-3,Massimo Andreatta,10.18129/B9.BIOC.UCELL,Q57052162,en,researcher
UMI4Cats,Artistic-2.0,Mireia Ramos-Rodriguez,10.18129/B9.BIOC.UMI4CATS,Q58051482,en,"researcher, ORCID id # 0000-0001-8083-2445"
uncoverappLib,MIT,Emanuela Iovino,10.18129/B9.BIOC.UNCOVERAPPLIB,,,
UNDO,GPL-2,Niya Wang,10.18129/B9.BIOC.UNDO,,,
unifiedWMWqPCR,GPL (>= 2),Joris Meys,10.18129/B9.BIOC.UNIFIEDWMWQPCR,,,
UniProt.ws,Artistic License 2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.UNIPROT.WS,,,
universalmotif,GPL-3,Benjamin Jean-Marie Tremblay,10.18129/B9.BIOC.UNIVERSALMOTIF,,,
updateObject,Artistic-2.0,Hervé Pagès,10.18129/B9.BIOC.UPDATEOBJECT,,,
uSORT,Artistic-2.0,Hao Chen,10.18129/B9.BIOC.USORT,Q55441679,en,researcher ORCID: 0000-0002-8400-3780
VAExprs,Artistic-2.0,Dongmin Jung,10.18129/B9.BIOC.VAEXPRS,Q91273582,en,researcher (ORCID 0000-0001-7499-8422)
VanillaICE,LGPL (>= 2.1),Robert Scharpf,10.18129/B9.BIOC.VANILLAICE,Q88790168,en,researcher
VarCon,GPL-3,Johannes Ptok,10.18129/B9.BIOC.VARCON,Q104101821,en,researcher
VariantExperiment,GPL-3,Qian Liu,10.18129/B9.BIOC.VARIANTEXPERIMENT,,,
VariantFiltering,Artistic-2.0,Robert Castelo,10.18129/B9.BIOC.VARIANTFILTERING,Q42551515,en,researcher
VariantTools,Artistic-2.0,Michael Lawrence,10.18129/B9.BIOC.VARIANTTOOLS,Q57321289,en,researcher (ORCID 0000-0003-1999-0801)
vbmp,GPL (>= 2),Nicola Lama,10.18129/B9.BIOC.VBMP,Q91132009,en,researcher (ORCID 0000-0003-0717-679X)
VCFArray,GPL-3,Qian Liu,10.18129/B9.BIOC.VCFARRAY,,,
VegaMC,GPL-2,Sandro Morganella,10.18129/B9.BIOC.VEGAMC,Q57065550,en,researcher
velociraptor,MIT,Kevin Rue-Albrecht,10.18129/B9.BIOC.VELOCIRAPTOR,Q58165399,en,"researcher, ORCID id # 0000-0003-3899-3872"
veloviz,GPL-3,Lyla Atta,10.18129/B9.BIOC.VELOVIZ,,,
VennDetail,GPL-2,Kai Guo,10.18129/B9.BIOC.VENNDETAIL,Q89507475,en,researcher (ORCID 0000-0002-0013-3263)
vidger,GPL-3,Brandon Monier,10.18129/B9.BIOC.VIDGER,,,
vissE,GPL-3,Dharmesh D. Bhuva,10.18129/B9.BIOC.VISSE,,,
VplotR,GPL-3,Jacques Serizay,10.18129/B9.BIOC.VPLOTR,Q99248806,en,researcher
vsn,Artistic-2.0,Wolfgang Huber,10.18129/B9.BIOC.VSN,,,
vtpnet,Artistic-2.0,VJ Carey,10.18129/B9.BIOC.VTPNET,,,
vulcan,LGPL (>= 2.1),Federico M. Giorgi,10.18129/B9.BIOC.VULCAN,,,
waddR,MIT,Julian Flesch,10.18129/B9.BIOC.WADDR,,,
weaver,GPL-2,Seth Falcon,10.18129/B9.BIOC.WEAVER,,,
webbioc,GPL (>= 2),Colin A. Smith,10.18129/B9.BIOC.WEBBIOC,,,
weitrix,LGPL (>= 2.1),Paul Harrison,10.18129/B9.BIOC.WEITRIX,Q56439843,en,researcher (ORCID 0000-0001-6117-0896)
widgetTools,LGPL (>= 2.1),Jianhua Zhang,10.18129/B9.BIOC.WIDGETTOOLS,Q56027767,en,researcher ORCID: 0000-0002-3819-2437
wiggleplotr,Apache License 2.0,Kaur Alasoo,10.18129/B9.BIOC.WIGGLEPLOTR,Q48146741,en,researcher
wpm,Artistic-2.0,Helene Borges,10.18129/B9.BIOC.WPM,Q92249173,en,researcher (ORCID 0000-0001-6769-1836)
wppi,MIT,Ana Galhoz,10.18129/B9.BIOC.WPPI,,,
Wrench,Artistic-2.0,Hector Corrada Bravo,10.18129/B9.BIOC.WRENCH,Q35703653,en,researcher
xcms,GPL (>= 2),Steffen Neumann,10.18129/B9.BIOC.XCMS,Q28541023,en,German scientist
xcore,GPL-2,Maciej Migdał,10.18129/B9.BIOC.XCORE,,,
Xeva,GPL-3,Benjamin Haibe-Kains,10.18129/B9.BIOC.XEVA,Q38639014,en,researcher
XINA,GPL-3,Lang Ho Lee,10.18129/B9.BIOC.XINA,,,
xmapbridge,LGPL (>= 2.1),Chris Wirth,10.18129/B9.BIOC.XMAPBRIDGE,Q88391169,en,researcher
XNAString,GPL-2,Marianna Plucinska,10.18129/B9.BIOC.XNASTRING,,,
XVector,Artistic-2.0,Hervé Pagès,10.18129/B9.BIOC.XVECTOR,,,
YAPSA,GPL-3,Daniel Huebschmann,10.18129/B9.BIOC.YAPSA,Q47142821,en,researcher
yarn,Artistic-2.0,Joseph N Paulson,10.18129/B9.BIOC.YARN,Q91044301,en,researcher (ORCID 0000-0001-8221-7139)
zellkonverter,MIT,Luke Zappia,10.18129/B9.BIOC.ZELLKONVERTER,Q57961562,en,"researcher, ORCID id # 0000-0001-7744-8565"
zFPKM,GPL-3,Ron Ammar,10.18129/B9.BIOC.ZFPKM,Q93177751,en,researcher (ORCID 0000-0002-6006-7392)
zinbwave,Artistic-2.0,Davide Risso,10.18129/B9.BIOC.ZINBWAVE,Q55979537,en,researcher (ORCID 0000-0001-8508-5012)
zlibbioc,Artistic-2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.ZLIBBIOC,,,
