Package,Version,Depends,License,DOI
PAIRADISE,1.12.0,"R (>= 3.6), nloptr",MIT,10.18129/B9.BIOC.PAIRADISE
paircompviz,1.34.0,"R (>= 2.10), Rgraphviz",GPL (>= 3.0),10.18129/B9.BIOC.PAIRCOMPVIZ
pairkat,1.2.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.PAIRKAT
pandaR,1.28.0,"R (>= 3.0.0), methods, Biobase, BiocGenerics,",GPL-2,10.18129/B9.BIOC.PANDAR
panelcn.mops,1.18.0,"R (>= 3.5.0), cn.mops, methods, utils, stats, graphics",LGPL (>= 2.0),10.18129/B9.BIOC.PANELCN.MOPS
PanomiR,1.0.1,R (>= 4.2.0),MIT,10.18129/B9.BIOC.PANOMIR
panp,1.66.0,"R (>= 2.10), affy (>= 1.23.4), Biobase (>= 2.5.5)",GPL (>= 2),10.18129/B9.BIOC.PANP
PANR,1.42.0,"R (>= 2.14), igraph",Artistic-2.0,10.18129/B9.BIOC.PANR
pareg,1.0.0,"R (>= 4.2), tensorflow (>= 2.2.0), tfprobability (>= 0.10.0)",GPL-3,10.18129/B9.BIOC.PAREG
parglms,1.28.0,methods,Artistic-2.0,10.18129/B9.BIOC.PARGLMS
parody,1.54.0,"R (>= 3.5.0), tools, utils",Artistic-2.0,10.18129/B9.BIOC.PARODY
PAST,1.12.0,R (>= 4.0),GPL (>= 3),10.18129/B9.BIOC.PAST
Path2PPI,1.26.0,"R (>= 3.2.1), igraph (>= 1.0.1), methods",GPL (>= 2),10.18129/B9.BIOC.PATH2PPI
pathifier,1.34.0,NA,Artistic-1.0,10.18129/B9.BIOC.PATHIFIER
PathNet,1.36.0,NA,GPL-3,10.18129/B9.BIOC.PATHNET
PathoStat,1.22.0,R (>= 3.5),GPL (>= 2),10.18129/B9.BIOC.PATHOSTAT
pathRender,1.64.0,"graph, Rgraphviz, RColorBrewer, cMAP, AnnotationDbi, methods,
stats4",LGPL,10.18129/B9.BIOC.PATHRENDER
pathVar,1.26.0,"R (>= 3.3.0), methods, ggplot2, gridExtra",LGPL (>= 2.0),10.18129/B9.BIOC.PATHVAR
pathview,1.36.0,R (>= 3.5.0),GPL (>= 3.0),10.18129/B9.BIOC.PATHVIEW
pathwayPCA,1.12.0,R (>= 3.1),GPL-3,10.18129/B9.BIOC.PATHWAYPCA
paxtoolsr,1.30.0,"R (>= 3.2), rJava (>= 0.9-8), methods, XML",LGPL-3,10.18129/B9.BIOC.PAXTOOLSR
pcaExplorer,2.22.0,NA,MIT,10.18129/B9.BIOC.PCAEXPLORER
pcaMethods,1.88.0,"Biobase, methods",GPL (>= 3),10.18129/B9.BIOC.PCAMETHODS
PCAN,1.24.0,"R (>= 3.3), BiocParallel",CC BY-NC-ND 4.0,10.18129/B9.BIOC.PCAN
PCAtools,2.8.0,"ggplot2, ggrepel",GPL-3,10.18129/B9.BIOC.PCATOOLS
pcxn,2.18.0,"R (>= 3.4), pcxnData",MIT,10.18129/B9.BIOC.PCXN
PDATK,1.4.0,"R (>= 4.1), SummarizedExperiment",MIT,10.18129/B9.BIOC.PDATK
pdInfoBuilder,1.60.0,"R (>= 3.2.0), methods, Biobase (>= 2.27.3), RSQLite (>=
1.0.0), affxparser (>= 1.39.4), oligo (>= 1.31.5)",Artistic-2.0,10.18129/B9.BIOC.PDINFOBUILDER
PeacoQC,1.6.0,R (>= 4.0),GPL (>= 3),10.18129/B9.BIOC.PEACOQC
peakPantheR,1.10.0,R (>= 4.2),GPL-3,10.18129/B9.BIOC.PEAKPANTHER
PECA,1.32.0,R (>= 3.3),GPL (>= 2),10.18129/B9.BIOC.PECA
peco,1.8.0,R (>= 3.5.0),GPL (>= 3),10.18129/B9.BIOC.PECO
pengls,1.2.0,R (>= 4.0),GPL-2,10.18129/B9.BIOC.PENGLS
PepsNMR,1.14.0,R (>= 3.6),GPL-2,10.18129/B9.BIOC.PEPSNMR
pepStat,1.30.0,"R (>= 3.0.0), Biobase, IRanges",Artistic-2.0,10.18129/B9.BIOC.PEPSTAT
pepXMLTab,1.30.0,R (>= 3.0.1),Artistic-2.0,10.18129/B9.BIOC.PEPXMLTAB
PERFect,1.10.0,"R (>= 3.6.0), sn (>= 1.5.2)",Artistic-2.0,10.18129/B9.BIOC.PERFECT
periodicDNA,1.6.0,"R (>= 4.0), Biostrings, GenomicRanges, IRanges, BSgenome,
BiocParallel",GPL-3,10.18129/B9.BIOC.PERIODICDNA
PFP,1.4.0,R (>= 4.0),GPL-2,10.18129/B9.BIOC.PFP
pgca,1.20.0,NA,GPL (>= 2),10.18129/B9.BIOC.PGCA
phantasus,1.16.2,R (>= 3.5),MIT,10.18129/B9.BIOC.PHANTASUS
PharmacoGx,3.0.2,"R (>= 3.6), CoreGx",Artistic-2.0,10.18129/B9.BIOC.PHARMACOGX
PhenoGeneRanker,1.4.0,NA,Creative Commons Attribution 4.0 International License,10.18129/B9.BIOC.PHENOGENERANKER
phenopath,1.20.0,NA,Apache License (== 2.0),10.18129/B9.BIOC.PHENOPATH
phenoTest,1.44.0,"R (>= 3.6.0), Biobase, methods, annotate, Heatplus, BMA,
ggplot2, Hmisc",GPL (>= 2),10.18129/B9.BIOC.PHENOTEST
philr,1.22.0,NA,GPL-3,10.18129/B9.BIOC.PHILR
PhIPData,1.4.0,"R (>= 4.1.0), SummarizedExperiment (>= 1.3.81)",MIT,10.18129/B9.BIOC.PHIPDATA
phosphonormalizer,1.20.0,R (>= 4.0),GPL (>= 2),10.18129/B9.BIOC.PHOSPHONORMALIZER
PhosR,1.6.0,R (>= 4.1.0),GPL-3,10.18129/B9.BIOC.PHOSR
PhyloProfile,1.10.4,R (>= 4.2.0),MIT,10.18129/B9.BIOC.PHYLOPROFILE
phyloseq,1.40.0,R (>= 3.3.0),AGPL-3,10.18129/B9.BIOC.PHYLOSEQ
Pi,2.8.0,"igraph, dnet, ggplot2, graphics",GPL-3,10.18129/B9.BIOC.PI
piano,2.12.0,R (>= 3.5),GPL (>= 2),10.18129/B9.BIOC.PIANO
pickgene,1.68.0,NA,GPL (>= 2),10.18129/B9.BIOC.PICKGENE
PICS,2.40.0,R (>= 3.0.0),Artistic-2.0,10.18129/B9.BIOC.PICS
Pigengene,1.22.0,"R (>= 4.0.3), graph, BiocStyle (>= 2.18.1)",GPL (>= 2),10.18129/B9.BIOC.PIGENGENE
PING,2.40.0,R(>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.PING
pipeComp,1.6.0,R (>= 4.1),GPL,10.18129/B9.BIOC.PIPECOMP
pipeFrame,1.12.0,"R (>= 4.0.0),",GPL-3,10.18129/B9.BIOC.PIPEFRAME
pkgDepTools,1.62.0,"methods, graph, RBGL",GPL-2,10.18129/B9.BIOC.PKGDEPTOOLS
planet,1.4.0,R (>= 4.0),GPL-2,10.18129/B9.BIOC.PLANET
plethy,1.34.0,"R (>= 3.1.0), methods, DBI (>= 0.5-1), RSQLite (>= 1.1),
BiocGenerics, S4Vectors",GPL-3,10.18129/B9.BIOC.PLETHY
plgem,1.68.0,R (>= 2.10),GPL-2,10.18129/B9.BIOC.PLGEM
plier,1.66.0,"R (>= 2.0), methods",GPL (>= 2),10.18129/B9.BIOC.PLIER
PloGO2,1.8.0,"R (>= 4.0), GO.db, GOstats",GPL-2,10.18129/B9.BIOC.PLOGO2
plotgardener,1.2.8,R (>= 4.1.0),MIT,10.18129/B9.BIOC.PLOTGARDENER
plotGrouper,1.14.0,R (>= 3.5),GPL-3,10.18129/B9.BIOC.PLOTGROUPER
PLPE,1.56.0,"R (>= 2.6.2), Biobase (>= 2.5.5), LPE, MASS, methods",GPL (>= 2),10.18129/B9.BIOC.PLPE
plyranges,1.16.0,"R (>= 3.5), BiocGenerics, IRanges (>= 2.12.0), GenomicRanges
(>= 1.28.4)",Artistic-2.0,10.18129/B9.BIOC.PLYRANGES
pmm,1.28.0,R (>= 2.10),GPL-3,10.18129/B9.BIOC.PMM
pmp,1.8.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.PMP
PoDCall,1.4.0,R (>= 4.2),GPL-3,10.18129/B9.BIOC.PODCALL
podkat,1.28.0,"R (>= 3.5.0), methods, Rsamtools (>= 1.99.1), GenomicRanges",GPL (>= 2),10.18129/B9.BIOC.PODKAT
pogos,1.16.0,"R (>= 3.5.0), rjson (>= 0.2.15), httr (>= 1.3.1)",Artistic-2.0,10.18129/B9.BIOC.POGOS
polyester,1.32.0,R (>= 3.0.0),Artistic-2.0,10.18129/B9.BIOC.POLYESTER
POMA,1.6.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.POMA
PoTRA,1.12.0,"R (>= 3.6.0), stats, BiocGenerics, org.Hs.eg.db, igraph,
graph, graphite",LGPL,10.18129/B9.BIOC.POTRA
powerTCR,1.16.0,NA,Artistic-2.0,10.18129/B9.BIOC.POWERTCR
POWSC,1.4.0,"R (>= 4.1), Biobase, SingleCellExperiment, MAST",GPL-2,10.18129/B9.BIOC.POWSC
ppcseq,1.4.0,R (>= 4.1.0),GPL-3,10.18129/B9.BIOC.PPCSEQ
PPInfer,1.22.0,"biomaRt, fgsea, kernlab, ggplot2, igraph, STRINGdb,
yeastExpData",Artistic-2.0,10.18129/B9.BIOC.PPINFER
ppiStats,1.62.0,NA,Artistic-2.0,10.18129/B9.BIOC.PPISTATS
pqsfinder,2.12.0,"R (>= 3.5.0), Biostrings",BSD_2_clause,10.18129/B9.BIOC.PQSFINDER
pram,1.12.0,R (>= 3.6),GPL (>= 3),10.18129/B9.BIOC.PRAM
prebs,1.36.0,"R (>= 2.14.0), GenomicAlignments, affy, RPA",Artistic-2.0,10.18129/B9.BIOC.PREBS
preciseTAD,1.6.0,R (>= 4.1),MIT,10.18129/B9.BIOC.PRECISETAD
PrecisionTrialDrawer,1.11.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.PRECISIONTRIALDRAWER
PREDA,1.42.0,"R (>= 2.9.0), Biobase, lokern (>= 1.0.9), multtest, stats,
methods, annotate",GPL-2,10.18129/B9.BIOC.PREDA
preprocessCore,1.58.0,NA,LGPL (>= 2),10.18129/B9.BIOC.PREPROCESSCORE
primirTSS,1.14.0,R (>= 3.5.0),GPL-2,10.18129/B9.BIOC.PRIMIRTSS
PrInCE,1.12.0,R (>= 3.6.0),GPL-3,10.18129/B9.BIOC.PRINCE
proActiv,1.6.0,R (>= 4.0.0),MIT,10.18129/B9.BIOC.PROACTIV
proBAMr,1.30.0,"R (>= 3.0.1), IRanges, AnnotationDbi",Artistic-2.0,10.18129/B9.BIOC.PROBAMR
proBatch,1.11.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.PROBATCH
PROcess,1.72.0,Icens,Artistic-2.0,10.18129/B9.BIOC.PROCESS
procoil,2.24.0,"R (>= 3.3.0), kebabs",GPL (>= 2),10.18129/B9.BIOC.PROCOIL
proDA,1.10.0,NA,GPL-3,10.18129/B9.BIOC.PRODA
proFIA,1.22.0,"R (>= 2.5.0), xcms",CeCILL,10.18129/B9.BIOC.PROFIA
profileplyr,1.12.0,"R (>= 3.6), BiocGenerics, SummarizedExperiment",GPL (>= 3),10.18129/B9.BIOC.PROFILEPLYR
profileScoreDist,1.24.0,R(>= 3.3),MIT,10.18129/B9.BIOC.PROFILESCOREDIST
progeny,1.18.0,R (>= 3.6.0),Apache License (== 2.0),10.18129/B9.BIOC.PROGENY
projectR,1.12.0,NA,GPL (== 2),10.18129/B9.BIOC.PROJECTR
pRoloc,1.36.0,"R (>= 3.5), MSnbase (>= 1.19.20), MLInterfaces (>= 1.67.10),
methods, Rcpp (>= 0.10.3), BiocParallel",GPL-2,10.18129/B9.BIOC.PROLOC
pRolocGUI,2.6.0,"methods, R (>= 3.1.0), pRoloc (>= 1.27.6), Biobase, MSnbase
(>= 2.1.11)",GPL-2,10.18129/B9.BIOC.PROLOCGUI
PROMISE,1.48.0,"R (>= 3.1.0), Biobase, GSEABase",GPL (>= 2),10.18129/B9.BIOC.PROMISE
PROPER,1.28.0,R (>= 3.3),GPL,10.18129/B9.BIOC.PROPER
PROPS,1.18.0,NA,GPL-2,10.18129/B9.BIOC.PROPS
Prostar,1.28.3,R (>= 4.2.0),Artistic-2.0,10.18129/B9.BIOC.PROSTAR
proteinProfiles,1.36.0,R (>= 2.15.2),GPL-3,10.18129/B9.BIOC.PROTEINPROFILES
ProteoDisco,1.2.0,"R (>= 4.1.0),",GPL-3,10.18129/B9.BIOC.PROTEODISCO
ProteoMM,1.14.0,R (>= 3.5),MIT,10.18129/B9.BIOC.PROTEOMM
protGear,1.0.0,"R (>= 4.2), dplyr (>= 0.8.0) , limma (>= 3.40.2) ,vsn (>=
3.54.0)",GPL-3,10.18129/B9.BIOC.PROTGEAR
ProtGenerics,1.28.0,methods,Artistic-2.0,10.18129/B9.BIOC.PROTGENERICS
PSEA,1.30.0,NA,Artistic-2.0,10.18129/B9.BIOC.PSEA
psichomics,1.22.1,"R (>= 4.0), shiny (>= 1.7.0), shinyBS",MIT,10.18129/B9.BIOC.PSICHOMICS
PSICQUIC,1.34.0,"R (>= 3.2.0), methods, IRanges, biomaRt (>= 2.34.1),
BiocGenerics, httr, plyr",Apache License 2.0,10.18129/B9.BIOC.PSICQUIC
PSMatch,1.0.0,S4Vectors,Artistic-2.0,10.18129/B9.BIOC.PSMATCH
psygenet2r,1.28.0,R (>= 3.4),MIT,10.18129/B9.BIOC.PSYGENET2R
ptairMS,1.4.1,NA,GPL-3,10.18129/B9.BIOC.PTAIRMS
PubScore,1.8.0,R (>= 4.0.0),MIT,10.18129/B9.BIOC.PUBSCORE
pulsedSilac,1.9.1,R (>= 3.6.0),GPL-3,10.18129/B9.BIOC.PULSEDSILAC
puma,3.38.0,"R (>= 3.2.0), oligo (>= 1.32.0),graphics,grDevices, methods,
stats, utils, mclust, oligoClasses",LGPL,10.18129/B9.BIOC.PUMA
PureCN,2.2.0,"R (>= 3.5.0), DNAcopy, VariantAnnotation (>= 1.14.1)",Artistic-2.0,10.18129/B9.BIOC.PURECN
pvac,1.44.0,R (>= 2.8.0),LGPL (>= 2.0),10.18129/B9.BIOC.PVAC
pvca,1.36.0,R (>= 2.15.1),LGPL (>= 2.0),10.18129/B9.BIOC.PVCA
Pviz,1.30.0,"R(>= 3.0.0), Gviz(>= 1.7.10)",Artistic-2.0,10.18129/B9.BIOC.PVIZ
PWMEnrich,4.32.0,"R (>= 3.5.0), methods, BiocGenerics, Biostrings",LGPL (>= 2),10.18129/B9.BIOC.PWMENRICH
pwOmics,1.28.0,R (>= 3.2),GPL (>= 2),10.18129/B9.BIOC.PWOMICS
pwrEWAS,1.10.0,"shinyBS, foreach",Artistic-2.0,10.18129/B9.BIOC.PWREWAS
qckitfastq,1.12.0,NA,Artistic-2.0,10.18129/B9.BIOC.QCKITFASTQ
qcmetrics,1.34.0,R (>= 3.3),GPL-2,10.18129/B9.BIOC.QCMETRICS
QDNAseq,1.32.0,R (>= 3.1.0),GPL,10.18129/B9.BIOC.QDNASEQ
QFeatures,1.6.0,"R (>= 4.0), MultiAssayExperiment",Artistic-2.0,10.18129/B9.BIOC.QFEATURES
qmtools,1.0.0,"R (>= 4.2.0), SummarizedExperiment",GPL-3,10.18129/B9.BIOC.QMTOOLS
qpcrNorm,1.54.0,"methods, Biobase, limma, affy",LGPL (>= 2),10.18129/B9.BIOC.QPCRNORM
qpgraph,2.30.0,R (>= 3.5),GPL (>= 2),10.18129/B9.BIOC.QPGRAPH
qPLEXanalyzer,1.14.0,"R (>= 4.0), Biobase, MSnbase",GPL-2,10.18129/B9.BIOC.QPLEXANALYZER
qrqc,1.50.0,"reshape, ggplot2, Biostrings, biovizBase, brew, xtable,
testthat",GPL (>= 2),10.18129/B9.BIOC.QRQC
qsea,1.22.0,R (>= 3.5),GPL (>= 2),10.18129/B9.BIOC.QSEA
qsmooth,1.12.0,R (>= 4.0),CC BY 4.0,10.18129/B9.BIOC.QSMOOTH
qsvaR,1.0.0,"R (>= 4.2), SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.QSVAR
Qtlizer,1.10.0,R (>= 3.6.0),GPL-3,10.18129/B9.BIOC.QTLIZER
quantiseqr,1.4.0,R (>= 4.1.0),GPL-3,10.18129/B9.BIOC.QUANTISEQR
quantro,1.30.0,R (>= 4.0),GPL (>= 3),10.18129/B9.BIOC.QUANTRO
quantsmooth,1.62.0,"R(>= 2.10.0), quantreg, grid",GPL-2,10.18129/B9.BIOC.QUANTSMOOTH
QuartPAC,1.28.0,"iPAC, GraphPAC, SpacePAC, data.table",GPL-2,10.18129/B9.BIOC.QUARTPAC
QuasR,1.36.0,"R (>= 4.1), parallel, GenomicRanges, Rbowtie",GPL-2,10.18129/B9.BIOC.QUASR
QuaternaryProd,1.30.0,"R (>= 3.2.0), Rcpp (>= 0.11.3), dplyr, yaml (>= 2.1.18)",GPL (>= 3),10.18129/B9.BIOC.QUATERNARYPROD
QUBIC,1.24.0,"R (>= 3.1), biclust",CC BY-NC-ND 4.0,10.18129/B9.BIOC.QUBIC
qusage,2.30.0,"R (>= 2.10), limma (>= 3.14), methods",GPL (>= 2),10.18129/B9.BIOC.QUSAGE
qvalue,2.28.0,R(>= 2.10),LGPL,10.18129/B9.BIOC.QVALUE
R3CPET,1.28.0,"R (>= 3.2), Rcpp (>= 0.10.4), methods",GPL (>= 2),10.18129/B9.BIOC.R3CPET
r3Cseq,1.42.0,"GenomicRanges, Rsamtools, rtracklayer, VGAM, qvalue",GPL-3,10.18129/B9.BIOC.R3CSEQ
R453Plus1Toolbox,1.46.0,"R (>= 2.12.0), methods, VariantAnnotation (>= 1.25.11),
Biostrings (>= 2.47.6), Biobase",LGPL-3,10.18129/B9.BIOC.R453PLUS1TOOLBOX
R4RNA,1.24.0,"R (>= 3.2.0), Biostrings (>= 2.38.0)",GPL-3,10.18129/B9.BIOC.R4RNA
RadioGx,2.0.0,"R (>= 4.1), CoreGx",GPL-3,10.18129/B9.BIOC.RADIOGX
RaggedExperiment,1.20.0,"R (>= 3.6.0), GenomicRanges (>= 1.37.17)",Artistic-2.0,10.18129/B9.BIOC.RAGGEDEXPERIMENT
rain,1.30.0,"R (>= 2.10), gmp, multtest",GPL-2,10.18129/B9.BIOC.RAIN
rama,1.70.0,R(>= 2.5.0),GPL (>= 2),10.18129/B9.BIOC.RAMA
ramr,1.4.0,"R (>= 4.1), GenomicRanges, parallel, doParallel, foreach,
doRNG, methods",Artistic-2.0,10.18129/B9.BIOC.RAMR
ramwas,1.20.0,"R (>= 3.3.0), methods, filematrix",LGPL-3,10.18129/B9.BIOC.RAMWAS
RandomWalkRestartMH,1.16.0,R(>= 3.5.0),GPL (>= 2),10.18129/B9.BIOC.RANDOMWALKRESTARTMH
randPack,1.42.0,methods,Artistic-2.0,10.18129/B9.BIOC.RANDPACK
randRotation,1.8.0,NA,GPL-3,10.18129/B9.BIOC.RANDROTATION
RAREsim,1.0.0,R (>= 4.1.0),GPL-3,10.18129/B9.BIOC.RARESIM
RareVariantVis,2.24.0,"BiocGenerics, VariantAnnotation, googleVis, GenomicFeatures",Artistic-2.0,10.18129/B9.BIOC.RAREVARIANTVIS
rawrr,1.4.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.RAWRR
RbcBook1,1.64.0,"R (>= 2.10), Biobase, graph, rpart",Artistic-2.0,10.18129/B9.BIOC.RBCBOOK1
Rbec,1.4.0,NA,LGPL-3,10.18129/B9.BIOC.RBEC
RBGL,1.72.0,"graph, methods",Artistic-2.0,10.18129/B9.BIOC.RBGL
RBioinf,1.56.0,"graph, methods",Artistic-2.0,10.18129/B9.BIOC.RBIOINF
rBiopaxParser,2.36.0,"R (>= 4.0), data.table",GPL (>= 2),10.18129/B9.BIOC.RBIOPAXPARSER
RBM,1.28.0,"R (>= 3.2.0), limma, marray",GPL (>= 2),10.18129/B9.BIOC.RBM
Rbowtie,1.36.0,NA,Artistic-2.0,10.18129/B9.BIOC.RBOWTIE
Rbowtie2,2.2.0,R (>= 4.1.0),GPL (>= 3),10.18129/B9.BIOC.RBOWTIE2
rbsurv,2.54.0,"R (>= 2.5.0), Biobase (>= 2.5.5), survival",GPL (>= 2),10.18129/B9.BIOC.RBSURV
Rcade,1.37.0,"R (>= 3.5.0), methods, GenomicRanges, Rsamtools, baySeq",GPL-2,10.18129/B9.BIOC.RCADE
RCAS,1.22.0,"R (>= 3.5.0), plotly (>= 4.5.2), DT (>= 0.2), data.table",Artistic-2.0,10.18129/B9.BIOC.RCAS
RCASPAR,1.42.0,NA,GPL (>= 3),10.18129/B9.BIOC.RCASPAR
rcellminer,2.18.0,"R (>= 3.2), Biobase, rcellminerData (>= 2.0.0)",LGPL-3,10.18129/B9.BIOC.RCELLMINER
rCGH,1.26.0,"R (>= 3.4),methods,stats,utils,graphics",Artistic-2.0,10.18129/B9.BIOC.RCGH
RcisTarget,1.16.0,R (>= 3.5.0),GPL-3,10.18129/B9.BIOC.RCISTARGET
RCM,1.12.0,"R (>= 4.0), DBI",GPL-2,10.18129/B9.BIOC.RCM
Rcpi,1.32.2,R (>= 3.0.2),Artistic-2.0,10.18129/B9.BIOC.RCPI
RCSL,1.4.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.RCSL
Rcwl,1.12.0,"R (>= 3.6), yaml, methods, S4Vectors",GPL-2,10.18129/B9.BIOC.RCWL
RcwlPipelines,1.12.0,"R (>= 3.6), Rcwl, BiocFileCache",GPL-2,10.18129/B9.BIOC.RCWLPIPELINES
RCX,1.0.0,R (>= 4.2.0),MIT,10.18129/B9.BIOC.RCX
RCy3,2.16.0,NA,MIT,10.18129/B9.BIOC.RCY3
RCyjs,2.18.0,"R (>= 3.5.0), BrowserViz (>= 2.7.18), graph (>= 1.56.0)",MIT,10.18129/B9.BIOC.RCYJS
rDGIdb,1.22.0,NA,MIT,10.18129/B9.BIOC.RDGIDB
Rdisop,1.56.0,"R (>= 2.0.0), Rcpp",GPL-2,10.18129/B9.BIOC.RDISOP
RDRToolbox,1.46.0,R (>= 2.9.0),GPL (>= 2),10.18129/B9.BIOC.RDRTOOLBOX
ReactomeContentService4R,1.4.0,NA,Apache License (>= 2.0),10.18129/B9.BIOC.REACTOMECONTENTSERVICE4R
ReactomeGraph4R,1.4.0,R (>= 4.1),Apache License (>= 2),10.18129/B9.BIOC.REACTOMEGRAPH4R
ReactomeGSA,1.10.0,NA,MIT,10.18129/B9.BIOC.REACTOMEGSA
ReactomePA,1.40.0,R (>= 3.4.0),GPL-2,10.18129/B9.BIOC.REACTOMEPA
ReadqPCR,1.42.0,"R(>= 2.14.0), Biobase, methods",LGPL-3,10.18129/B9.BIOC.READQPCR
REBET,1.14.0,ASSET,GPL-2,10.18129/B9.BIOC.REBET
rebook,1.6.0,NA,GPL-3,10.18129/B9.BIOC.REBOOK
receptLoss,1.7.0,R (>= 3.6.0),GPL-3,10.18129/B9.BIOC.RECEPTLOSS
reconsi,1.8.0,NA,GPL-2,10.18129/B9.BIOC.RECONSI
recount,1.22.0,"R (>= 3.5.0), SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.RECOUNT
recount3,1.6.0,SummarizedExperiment,Artistic-2.0,10.18129/B9.BIOC.RECOUNT3
recountmethylation,1.6.1,R (>= 4.1),Artistic-2.0,10.18129/B9.BIOC.RECOUNTMETHYLATION
recoup,1.24.0,"R (>= 4.0.0), GenomicRanges, GenomicAlignments, ggplot2,
ComplexHeatmap",GPL (>= 3),10.18129/B9.BIOC.RECOUP
RedeR,2.0.0,"R (>= 4.0), methods",GPL (>= 3),10.18129/B9.BIOC.REDER
REDseq,1.42.0,"R (>= 3.5.0), BiocGenerics, BSgenome.Celegans.UCSC.ce2,
multtest, Biostrings, BSgenome, ChIPpeakAnno",GPL (>= 2),10.18129/B9.BIOC.REDSEQ
RefPlus,1.66.0,"R (>= 2.8.0), Biobase (>= 2.1.0), affy (>= 1.20.0), affyPLM
(>= 1.18.0), preprocessCore (>= 1.4.0)",GPL (>= 2),10.18129/B9.BIOC.REFPLUS
RegEnrich,1.6.0,"R (>= 4.0.0), S4Vectors, dplyr, tibble, BiocSet,
SummarizedExperiment",GPL (>= 2),10.18129/B9.BIOC.REGENRICH
regioneR,1.28.0,GenomicRanges,Artistic-2.0,10.18129/B9.BIOC.REGIONER
regionReport,1.30.0,R(>= 3.2),Artistic-2.0,10.18129/B9.BIOC.REGIONREPORT
regsplice,1.22.0,NA,MIT,10.18129/B9.BIOC.REGSPLICE
regutools,1.8.0,R (>= 4.0),Artistic-2.0,10.18129/B9.BIOC.REGUTOOLS
REMP,1.20.1,"R (>= 3.6), SummarizedExperiment(>= 1.1.6), minfi (>= 1.22.0)",GPL-3,10.18129/B9.BIOC.REMP
Repitools,1.42.0,"R (>= 3.5.0), methods, BiocGenerics (>= 0.8.0)",LGPL (>= 2),10.18129/B9.BIOC.REPITOOLS
ReportingTools,2.36.0,"methods, knitr, utils",Artistic-2.0,10.18129/B9.BIOC.REPORTINGTOOLS
RepViz,1.12.0,"R (>= 3.5.1), GenomicRanges (>= 1.30.0), Rsamtools (>=
1.34.1), IRanges (>= 2.14.0), biomaRt (>= 2.36.0), S4Vectors
(>= 0.18.0), graphics, grDevices, utils",GPL-3,10.18129/B9.BIOC.REPVIZ
ReQON,1.42.0,"R (>= 3.0.2), Rsamtools, seqbias",GPL-2,10.18129/B9.BIOC.REQON
ResidualMatrix,1.6.0,NA,GPL-3,10.18129/B9.BIOC.RESIDUALMATRIX
restfulSE,1.18.0,"R (>= 3.6), SummarizedExperiment,DelayedArray",Artistic-2.0,10.18129/B9.BIOC.RESTFULSE
rexposome,1.18.2,"R (>= 3.5), Biobase",MIT,10.18129/B9.BIOC.REXPOSOME
rfaRm,1.8.0,NA,GPL-3,10.18129/B9.BIOC.RFARM
Rfastp,1.6.0,NA,GPL-3,10.18129/B9.BIOC.RFASTP
rfPred,1.34.0,"R (>= 3.5.0), Rsamtools, GenomicRanges, IRanges, data.table,
methods, parallel",GPL (>= 2),10.18129/B9.BIOC.RFPRED
rGADEM,2.44.0,"R (>= 2.11.0), Biostrings, IRanges, BSgenome, methods, seqLogo",Artistic-2.0,10.18129/B9.BIOC.RGADEM
rGenomeTracks,1.2.0,"R (>= 4.1.0),",GPL-3,10.18129/B9.BIOC.RGENOMETRACKS
Rgin,1.15.0,R (>= 3.5),MIT,10.18129/B9.BIOC.RGIN
RGMQL,1.16.0,"R(>= 3.4.2), RGMQLlib",Artistic-2.0,10.18129/B9.BIOC.RGMQL
rgoslin,1.0.0,NA,MIT,10.18129/B9.BIOC.RGOSLIN
RGraph2js,1.24.0,NA,GPL-2,10.18129/B9.BIOC.RGRAPH2JS
Rgraphviz,2.40.0,"R (>= 2.6.0), methods, utils, graph, grid",EPL,10.18129/B9.BIOC.RGRAPHVIZ
rGREAT,1.28.0,"R (>= 3.1.2), GenomicRanges, IRanges, methods",MIT,10.18129/B9.BIOC.RGREAT
RGSEA,1.30.0,R(>= 2.10.0),GPL (>= 3),10.18129/B9.BIOC.RGSEA
rgsepd,1.28.0,"R (>= 4.2.0), DESeq2, goseq (>= 1.28)",GPL-3,10.18129/B9.BIOC.RGSEPD
rhdf5,2.40.0,"R (>= 4.0.0), methods",Artistic-2.0,10.18129/B9.BIOC.RHDF5
rhdf5client,1.18.0,"R (>= 3.6), methods, DelayedArray",Artistic-2.0,10.18129/B9.BIOC.RHDF5CLIENT
rhdf5filters,1.8.0,NA,BSD_2_clause,10.18129/B9.BIOC.RHDF5FILTERS
Rhdf5lib,1.18.2,R (>= 4.0.0),Artistic-2.0,10.18129/B9.BIOC.RHDF5LIB
Rhisat2,1.12.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.RHISAT2
