Package,Version,Depends,License,DOI,QID,Descr_lang,Descr,License_DOI
MSstatsTMT,2.4.2000,R (>= 4.1),Artistic-2.0,10.18129/B9.BIOC.MSSTATSTMT,Q97587145,en,scientific article published on 17 July 2020,Q14624826
MuData,1.0.0,"Matrix, S4Vectors, rhdf5",GPL-3,10.18129/B9.BIOC.MUDATA,Q159734,en,species of plant,Q63034458
Mulcom,1.46.0,"R (>= 2.10), Biobase",GPL-2,10.18129/B9.BIOC.MULCOM,Q34034125,en,scientific article,Q63002579
MultiAssayExperiment,1.22.0,"R (>= 4.2.0), SummarizedExperiment (>= 1.3.81)",Artistic-2.0,10.18129/B9.BIOC.MULTIASSAYEXPERIMENT,,,,Q14624826
MultiBaC,1.6.2000,NA,GPL-3,10.18129/B9.BIOC.MULTIBAC,Q54912179,en,"form of leprosy classified by the World Health Organization for the purpose of treatment, based on clinical manifestations and skin smear results",Q63034458
multiClust,1.26.0,NA,GPL (>= 2),10.18129/B9.BIOC.MULTICLUST,Q105700462,en,conference series,Q27016752
multicrispr,1.6.2000,R (>= 4.0),GPL-2,10.18129/B9.BIOC.MULTICRISPR,Q99247332,en,scientific article published on 09 September 2020,Q63002579
multiGSEA,1.6.2000,R (>= 4.0.0),GPL-3,10.18129/B9.BIOC.MULTIGSEA,Q104109816,en,scientific article published on 07 December 2020,Q63034458
multiHiCcompare,1.14.0,R (>= 4.0.0),MIT,10.18129/B9.BIOC.MULTIHICCOMPARE,Q91159846,en,scientific article published on 01 September 2019,Q49108
MultiMed,2.18.0,R (>= 3.1.0),GPL (>= 2),10.18129/B9.BIOC.MULTIMED,Q63860392,en,academic publisher,Q27016752
multiMiR,1.18.0,R (>= 3.4),MIT,10.18129/B9.BIOC.MULTIMIR,Q81804328,en,scientific article published on 01 May 2005,Q49108
multiOmicsViz,1.20.0,R (>= 3.3.2),LGPL,10.18129/B9.BIOC.MULTIOMICSVIZ,,,,Q192897
multiscan,1.56.0,R (>= 2.3.0),GPL (>= 2),10.18129/B9.BIOC.MULTISCAN,Q6935074,,,Q27016752
multiSight,1.4.2000,R (>= 4.1),CeCILL,10.18129/B9.BIOC.MULTISIGHT,,,,Q1052189
multtest,2.52.0,"R (>= 2.10), methods, BiocGenerics, Biobase",LGPL,10.18129/B9.BIOC.MULTTEST,,,,Q192897
mumosa,1.4.2000,SingleCellExperiment,GPL-3,10.18129/B9.BIOC.MUMOSA,,,,Q63034458
MungeSumstats,1.4.2005,R(>= 4.1),Artistic-2.0,10.18129/B9.BIOC.MUNGESUMSTATS,,,,Q14624826
muscat,1.10.2001,R (>= 4.2),GPL-3,10.18129/B9.BIOC.MUSCAT,Q3826,en,capital of Oman,Q63034458
muscle,3.38.0,Biostrings,Unlimited,10.18129/B9.BIOC.MUSCLE,Q7365,en,contractile soft tissue of mammals,Q20038597
musicatk,1.6.2000,"R (>= 4.0.0), NMF",LGPL-3,10.18129/B9.BIOC.MUSICATK,,,,Q18534393
MutationalPatterns,3.6.2000,"R (>= 4.2.0), GenomicRanges (>= 1.24.0), NMF (>= 0.20.6)",MIT,10.18129/B9.BIOC.MUTATIONALPATTERNS,Q55078547,en,scientific article,Q49108
MVCClass,1.70.0,"R (>= 2.1.0), methods",LGPL,10.18129/B9.BIOC.MVCCLASS,,,,Q192897
MWASTools,1.20.0,R (>= 3.5.0),CC BY-NC-ND 4.0,10.18129/B9.BIOC.MWASTOOLS,Q47898866,en,scientific article published on 26 July 2017,Q24082749
mygene,1.32.0,"R (>= 3.2.1), GenomicFeatures,",Artistic-2.0,10.18129/B9.BIOC.MYGENE,Q17014836,,,Q14624826
myvariant,1.26.0,"R (>= 3.2.1), VariantAnnotation",Artistic-2.0,10.18129/B9.BIOC.MYVARIANT,Q38104308,en,Variant Annotation as a Service,Q14624826
mzID,1.34.0,methods,GPL (>= 2),10.18129/B9.BIOC.MZID,Q38429802,en,scientific article published on January 2011,Q27016752
mzR,2.30.0,"R (>= 4.0.0), Rcpp (>= 0.10.1), methods, utils",Artistic-2.0,10.18129/B9.BIOC.MZR,Q703013,en,international airport in Afghanistan,Q14624826
NADfinder,1.20.0,"R (>= 3.5.0), BiocGenerics, IRanges, GenomicRanges, S4Vectors,
SummarizedExperiment",GPL (>= 2),10.18129/B9.BIOC.NADFINDER,,,,Q27016752
NanoMethViz,2.2.2000,"R (>= 4.0.0), methods, ggplot2",Apache License (>= 2.0),10.18129/B9.BIOC.NANOMETHVIZ,Q113309008,en,scientific article published on 25 October 2021,
NanoStringDiff,1.26.0,Biobase,GPL,10.18129/B9.BIOC.NANOSTRINGDIFF,Q31118292,en,scientific article,Q7603
NanoStringNCTools,1.4.2000,"R (>= 3.6), Biobase, S4Vectors, ggplot2",MIT,10.18129/B9.BIOC.NANOSTRINGNCTOOLS,,,,Q49108
NanoStringQCPro,1.28.0,"R (>= 3.2), methods",Artistic-2.0,10.18129/B9.BIOC.NANOSTRINGQCPRO,,,,Q14624826
NanoTube,1.2.2000,"R (>= 4.1), Biobase, ggplot2",GPL-3,10.18129/B9.BIOC.NANOTUBE,Q539430,en,"tiny, tube shaped molecular structure synthesized by using chemical reaction",Q63034458
NBAMSeq,1.12.2000,"R (>= 3.6), SummarizedExperiment, S4Vectors",GPL-2,10.18129/B9.BIOC.NBAMSEQ,,,,Q63002579
NBSplice,1.14.0,"R (>= 3.5), methods",GPL (>= 2),10.18129/B9.BIOC.NBSPLICE,,,,Q27016752
ncGTW,1.10.2000,"methods, BiocParallel, xcms",GPL-2,10.18129/B9.BIOC.NCGTW,,,,Q63002579
NCIgraph,1.44.0,R (>= 2.10.0),GPL-3,10.18129/B9.BIOC.NCIGRAPH,,,,Q63034458
ncRNAtools,1.6.2000,NA,GPL-3,10.18129/B9.BIOC.NCRNATOOLS,,,,Q63034458
ndexr,1.18.0,"igraph, RCX",BSD_3_clause,10.18129/B9.BIOC.NDEXR,Q42695350,en,scientific article published on 26 October 2017,Q18491847
nearBynding,1.6.2000,R (>= 4.0),Artistic-2.0,10.18129/B9.BIOC.NEARBYNDING,,,,Q14624826
Nebulosa,1.6.2000,"R (>= 4.0), ggplot2, patchwork",GPL-3,10.18129/B9.BIOC.NEBULOSA,Q6985308,en,genus of insects,Q63034458
NeighborNet,1.14.0,methods,CC BY-NC-ND 4.0,10.18129/B9.BIOC.NEIGHBORNET,Q6987996,,,Q24082749
nempi,1.4.2000,"R (>= 4.1), mnem",GPL-3,10.18129/B9.BIOC.NEMPI,Q591837,en,"neighborhood in Bad Dürrenberg, Germany",Q63034458
netbiov,1.30.0,"R (>= 3.1.0), igraph (>= 0.7.1)",GPL (>= 2),10.18129/B9.BIOC.NETBIOV,Q30831033,en,scientific article,Q27016752
netboost,2.4.2001,R (>= 4.0.0),GPL-3,10.18129/B9.BIOC.NETBOOST,Q94511796,en,scientific article published on 01 May 2020,Q63034458
netboxr,1.7.2001,"R (>= 4.0.0), igraph (>= 1.2.4.1), parallel",LGPL-3,10.18129/B9.BIOC.NETBOXR,Q101154821,en,scientific article published on 02 November 2020,Q18534393
netDx,1.8.2000,R (>= 3.6),MIT,10.18129/B9.BIOC.NETDX,Q92369377,en,scientific article published on 14 March 2019,Q49108
nethet,1.28.0,NA,GPL-2,10.18129/B9.BIOC.NETHET,,,,Q63002579
netOmics,1.2.2000,R (>= 4.1),GPL-3,10.18129/B9.BIOC.NETOMICS,,,,Q63034458
NetPathMiner,1.32.0,"R (>= 3.0.2), igraph (>= 1.0)",GPL (>= 2),10.18129/B9.BIOC.NETPATHMINER,Q42174836,en,scientific article published on 28 July 2014,Q27016752
netprioR,1.22.0,"methods, graphics, R(>= 3.3)",GPL-3,10.18129/B9.BIOC.NETPRIOR,Q92166718,en,scientific article published on 06 March 2019,Q63034458
netresponse,1.56.0,"R (>= 2.15.1), BiocStyle, Rgraphviz, rmarkdown, methods,
minet, mclust, reshape2",GPL (>= 2),10.18129/B9.BIOC.NETRESPONSE,,,,Q27016752
NetSAM,1.36.0,"R (>= 3.0.0), seriation (>= 1.0-6), igraph (>= 0.6-1), tools
(>= 3.0.0), WGCNA (>= 1.34.0), biomaRt (>= 2.18.0)",LGPL,10.18129/B9.BIOC.NETSAM,Q16877120,en,Wiktionary redirect,Q192897
netSmooth,1.16.0,"R (>= 3.5), scater (>= 1.15.11), clusterExperiment (>= 2.1.6)",GPL-3,10.18129/B9.BIOC.NETSMOOTH,Q52808206,en,scientific article published on 3 January 2018,Q63034458
networkBMA,2.35.0,"R (>= 2.15.0), stats, utils, BMA, Rcpp (>= 0.10.3),
RcppArmadillo (>= 0.3.810.2), RcppEigen (>= 0.3.1.2.1), leaps",GPL (>= 2),10.18129/B9.BIOC.NETWORKBMA,,,,Q27016752
netZooR,1.0.0,"R (>= 4.1.0), igraph, reticulate, pandaR, yarn",GPL-3,10.18129/B9.BIOC.NETZOOR,,,,Q63034458
NeuCA,1.2.2000,"R(>= 3.5.0), keras, limma, e1071, SingleCellExperiment",GPL-2,10.18129/B9.BIOC.NEUCA,Q9360153,en,company listed on the Polish Stock Exchange,Q63002579
NewWave,1.6.2000,"R (>= 4.0), SummarizedExperiment",GPL-3,10.18129/B9.BIOC.NEWWAVE,,,,Q63034458
nnNorm,2.60.0,"R(>= 2.2.0), marray",LGPL,10.18129/B9.BIOC.NNNORM,,,,Q192897
nnSVG,1.0.4,R (>= 4.2),MIT,10.18129/B9.BIOC.NNSVG,,,,Q49108
NOISeq,2.40.0,"R (>= 2.13.0), methods, Biobase (>= 2.13.11), splines (>=
3.0.1), Matrix (>= 1.2)",Artistic-2.0,10.18129/B9.BIOC.NOISEQ,,,,Q14624826
nondetects,2.26.0,"R (>= 3.2), Biobase (>= 2.22.0)",GPL-3,10.18129/B9.BIOC.NONDETECTS,,,,Q63034458
NoRCE,1.8.2000,R (>= 4.0),MIT,10.18129/B9.BIOC.NORCE,Q56407219,en,research institute,Q49108
normalize450K,1.24.0,"R (>= 3.3), Biobase, illuminaio, quadprog",BSD_2_clause,10.18129/B9.BIOC.NORMALIZE450K,,,,Q18517294
NormalyzerDE,1.14.0,R (>= 3.6),Artistic-2.0,10.18129/B9.BIOC.NORMALYZERDE,Q57047596,en,scientific article published on 15 October 2018,Q14624826
NormqPCR,1.42.0,"R(>= 2.14.0), stats, RColorBrewer, Biobase, methods, ReadqPCR,
qpcR",LGPL-3,10.18129/B9.BIOC.NORMQPCR,,,,Q18534393
normr,1.22.0,R (>= 3.3.0),GPL-2,10.18129/B9.BIOC.NORMR,Q740464,en,normative act having the force of law of general interest in the area where it is proclaimed or promulgated,Q63002579
NPARC,1.8.2000,R (>= 4.0.0),GPL-3,10.18129/B9.BIOC.NPARC,Q59487529,,,Q63034458
npGSEA,1.32.0,GSEABase (>= 1.24.0),Artistic-2.0,10.18129/B9.BIOC.NPGSEA,,,,Q14624826
NTW,1.46.0,R (>= 2.3.0),GPL-2,10.18129/B9.BIOC.NTW,Q7070742,en,large salt pan within the Makgadikgadi region of Botswana.,Q63002579
nucleoSim,1.24.0,NA,Artistic-2.0,10.18129/B9.BIOC.NUCLEOSIM,,,,Q14624826
nucleR,2.28.0,"R (>= 3.5.0), methods",LGPL (>= 3),10.18129/B9.BIOC.NUCLER,Q107519293,en,"company in Cambridge, United Kingdom",Q27016762
nullranges,1.2.2000,NA,GPL-3,10.18129/B9.BIOC.NULLRANGES,,,,Q63034458
NuPoP,2.4.2000,R (>= 4.0),GPL-2,10.18129/B9.BIOC.NUPOP,,,,Q63002579
NxtIRFcore,1.2.2001,"R (>= 3.5.0), NxtIRFdata",MIT,10.18129/B9.BIOC.NXTIRFCORE,,,,Q49108
occugene,1.56.0,R (>= 2.0.0),GPL (>= 2),10.18129/B9.BIOC.OCCUGENE,,,,Q27016752
OCplus,1.70.0,R (>= 2.1.0),LGPL,10.18129/B9.BIOC.OCPLUS,,,,Q192897
ODER,1.2.2000,R (>= 4.1),Artistic-2.0,10.18129/B9.BIOC.ODER,Q552,en,river in Central Europe flowing from the Czech Republic and along the Poland–Germany border,Q14624826
odseq,1.24.0,R (>= 3.2.3),MIT,10.18129/B9.BIOC.ODSEQ,,,,Q49108
OGRE,1.0.0,"R (>= 4.1.0), S4Vectors",Artistic-2.0,10.18129/B9.BIOC.OGRE,Q731915,en,city in Latvia,Q14624826
oligo,1.60.0,"R (>= 3.2.0), BiocGenerics (>= 0.13.11), oligoClasses (>=
1.29.6), Biobase (>= 2.27.3), Biostrings (>= 2.35.12)",LGPL (>= 2.1),10.18129/B9.BIOC.OLIGO,Q14396582,en,horse,Q27016757
oligoClasses,1.58.0,R (>= 2.14),GPL (>= 2),10.18129/B9.BIOC.OLIGOCLASSES,,,,Q27016752
OLIN,1.74.1,"R (>= 2.10), methods, locfit, marray",GPL-2,10.18129/B9.BIOC.OLIN,Q1928020,en,"human settlement in Jones County, Iowa, United States of America",Q63002579
OLINgui,1.70.0,"R (>= 2.0.0), OLIN (>= 1.4.0)",GPL-2,10.18129/B9.BIOC.OLINGUI,Q14592562,en,species of procyonid,Q63002579
OmaDB,2.12.2000,"R (>= 3.5), httr (>= 1.2.1), plyr(>= 1.8.4)",GPL-3,10.18129/B9.BIOC.OMADB,,,,Q63034458
omicade4,1.36.0,"R (>= 3.0.0), ade4",GPL-2,10.18129/B9.BIOC.OMICADE4,,,,Q63002579
OmicCircos,1.34.0,"R (>= 2.14.0), methods,GenomicRanges",GPL-2,10.18129/B9.BIOC.OMICCIRCOS,Q30756993,en,scientific article,Q63002579
omicplotR,1.16.0,"R (>= 3.6), ALDEx2 (>= 1.18.0)",MIT,10.18129/B9.BIOC.OMICPLOTR,Q91293937,en,scientific article published on 15 November 2019,Q49108
omicRexposome,1.18.0,"R (>= 3.5.0), Biobase",MIT,10.18129/B9.BIOC.OMICREXPOSOME,,,,Q49108
OmicsLonDA,1.12.2000,R(>= 3.6),MIT,10.18129/B9.BIOC.OMICSLONDA,,,,Q49108
OMICsPCA,1.14.0,"R (>= 3.5.0), OMICsPCAdata",GPL-3,10.18129/B9.BIOC.OMICSPCA,,,,Q63034458
omicsPrint,1.16.0,"R (>= 3.5), MASS",GPL (>= 2),10.18129/B9.BIOC.OMICSPRINT,Q50114064,en,scientific article published on 6 February 2018,Q27016752
omicsViewer,1.0.1,R (>= 4.2),GPL-2,10.18129/B9.BIOC.OMICSVIEWER,,,,Q63002579
Omixer,1.6.2000,R (>= 4.0.0),MIT,10.18129/B9.BIOC.OMIXER,,,,Q49108
OmnipathR,3.4.2000,R(>= 4.0),MIT,10.18129/B9.BIOC.OMNIPATHR,,,,Q49108
ompBAM,1.0.0,NA,MIT,10.18129/B9.BIOC.OMPBAM,,,,Q49108
oncomix,1.18.0,R (>= 3.4.0),GPL-3,10.18129/B9.BIOC.ONCOMIX,,,,Q63034458
OncoSimulR,3.4.2000,R (>= 3.5.0),GPL (>= 3),10.18129/B9.BIOC.ONCOSIMULR,Q38967838,en,scientific article,Q27016754
oneSENSE,1.18.0,"R (>= 3.4), webshot, shiny, shinyFiles, scatterplot3d",GPL (>= 3),10.18129/B9.BIOC.ONESENSE,,,,Q27016754
onlineFDR,2.4.2000,NA,GPL-3,10.18129/B9.BIOC.ONLINEFDR,Q64113424,en,scientific article published on 01 October 2019,Q63034458
ontoProc,1.18.0,"R (>= 3.5), ontologyIndex",Artistic-2.0,10.18129/B9.BIOC.ONTOPROC,Q101074371,en,R/Bioconductor package,Q14624826
openPrimeR,1.18.0,R (>= 4.0.0),GPL-2,10.18129/B9.BIOC.OPENPRIMER,Q92997425,en,scientific article published on 25 January 2020,Q63002579
openPrimeRui,1.18.0,"R (>= 4.0.0), openPrimeR (>= 0.99.0)",GPL-2,10.18129/B9.BIOC.OPENPRIMERUI,,,,Q63002579
OpenStats,1.8.2000,nlme,GPL (>= 2),10.18129/B9.BIOC.OPENSTATS,Q104618739,en,scientific article published on 30 December 2020,Q27016752
oposSOM,2.14.0,"R (>= 4.0.0), igraph (>= 1.0.0)",GPL (>= 2),10.18129/B9.BIOC.OPOSSOM,Q40847212,en,scientific article,Q27016752
oppar,1.24.0,R (>= 3.3),GPL-2,10.18129/B9.BIOC.OPPAR,Q6543501,en,music genre,Q63002579
oppti,1.10.2000,R (>= 3.5),MIT,10.18129/B9.BIOC.OPPTI,,,,Q49108
optimalFlow,1.8.2000,"dplyr, optimalFlowData, rlang (>= 0.4.0)",Artistic-2.0,10.18129/B9.BIOC.OPTIMALFLOW,Q101240981,en,scientific article published on 27 October 2020,Q14624826
OPWeight,1.18.0,"R (>= 3.4.0),",Artistic-2.0,10.18129/B9.BIOC.OPWEIGHT,,,,Q14624826
OrderedList,1.68.0,"R (>= 3.6.1), Biobase, twilight",GPL (>= 2),10.18129/B9.BIOC.ORDEREDLIST,Q51937584,en,scientific article published on 14 July 2006,Q27016752
ORFhunteR,1.4.2000,"Biostrings, rtracklayer, Peptides",Artistic-2.0,10.18129/B9.BIOC.ORFHUNTER,,,,Q14624826
ORFik,1.16.3,"R (>= 3.6.0), IRanges (>= 2.17.1), GenomicRanges (>= 1.35.1),
GenomicAlignments (>= 1.19.0)",MIT,10.18129/B9.BIOC.ORFIK,Q112720659,en,scientific article published on 19 June 2021,Q49108
Organism.dplyr,1.24.0,"R (>= 3.4), dplyr (>= 0.7.0), AnnotationFilter (>= 1.1.3)",Artistic-2.0,10.18129/B9.BIOC.ORGANISM.DPLYR,,,,Q14624826
OrganismDbi,1.38.1,"R (>= 2.14.0), methods, BiocGenerics (>= 0.15.10),
AnnotationDbi (>= 1.33.15), GenomicFeatures (>= 1.39.4)",Artistic-2.0,10.18129/B9.BIOC.ORGANISMDBI,,,,Q14624826
orthogene,1.2.2000,R (>= 4.1),GPL-3,10.18129/B9.BIOC.ORTHOGENE,Q1424880,en,hypothesis that organisms have an innate tendency to evolve towards some goal,Q63034458
OSAT,1.44.0,"methods,stats",Artistic-2.0,10.18129/B9.BIOC.OSAT,Q12756760,en,a region in central Podrinje,Q14624826
Oscope,1.26.0,"EBSeq, cluster, testthat, BiocParallel",Artistic-2.0,10.18129/B9.BIOC.OSCOPE,Q36109099,en,scientific article,Q14624826
OTUbase,1.46.0,"R (>= 2.9.0), methods, S4Vectors, IRanges, ShortRead (>=
1.23.15), Biobase, vegan",Artistic-2.0,10.18129/B9.BIOC.OTUBASE,Q33875024,en,scientific article,Q14624826
OUTRIDER,1.14.0,"R (>= 3.6), BiocParallel, GenomicFeatures,
SummarizedExperiment, data.table, methods",MIT,10.18129/B9.BIOC.OUTRIDER,Q952890,en,album by Jimmy Page,Q49108
OVESEG,1.12.2000,R (>= 3.6),GPL-2,10.18129/B9.BIOC.OVESEG,,,,Q63002579
PAA,1.30.0,"R (>= 3.2.0), Rcpp (>= 0.11.6)",BSD_3_clause,10.18129/B9.BIOC.PAA,Q8681,en,"1927–1991 airline in the United States, former primary international carrier",Q18491847
packFinder,1.8.2000,R (>= 4.0.0),GPL-2,10.18129/B9.BIOC.PACKFINDER,,,,Q63002579
padma,1.6.2000,"R (>= 4.1.0), SummarizedExperiment, S4Vectors",GPL (>= 3),10.18129/B9.BIOC.PADMA,Q1793098,en,religious symbol,Q27016754
PADOG,1.38.0,"R (>= 3.0.0), KEGGdzPathwaysGEO, methods,Biobase",GPL (>= 2),10.18129/B9.BIOC.PADOG,Q968886,en,species of fish,Q27016752
pageRank,1.6.2000,R (>= 4.0),GPL-2,10.18129/B9.BIOC.PAGERANK,Q184316,en,algorithm for calculating the authority of a web page based on link structure.,Q63002579
PAIRADISE,1.12.2000,"R (>= 3.6), nloptr",MIT,10.18129/B9.BIOC.PAIRADISE,,,,Q49108
paircompviz,1.34.0,"R (>= 2.10), Rgraphviz",GPL (>= 3.0),10.18129/B9.BIOC.PAIRCOMPVIZ,,,,
pairkat,1.2.2000,R (>= 4.1),GPL-3,10.18129/B9.BIOC.PAIRKAT,Q113309342,en,scientific article published on 22 October 2021,Q63034458
pandaR,1.28.0,"R (>= 3.0.0), methods, Biobase, BiocGenerics,",GPL-2,10.18129/B9.BIOC.PANDAR,Q5607675,en,"village in Taft County, Iran",Q63002579
panelcn.mops,1.18.0,"R (>= 3.5.0), cn.mops, methods, utils, stats, graphics",LGPL (>= 2.0),10.18129/B9.BIOC.PANELCN.MOPS,Q36356887,en,scientific article,
PanomiR,1.0.1,R (>= 4.2.0),MIT,10.18129/B9.BIOC.PANOMIR,,,,Q49108
panp,1.66.0,"R (>= 2.10), affy (>= 1.23.4), Biobase (>= 2.5.5)",GPL (>= 2),10.18129/B9.BIOC.PANP,Q18053077,en,protein-coding gene in the species Homo sapiens,Q27016752
PANR,1.42.0,"R (>= 2.14), igraph",Artistic-2.0,10.18129/B9.BIOC.PANR,Q3275347,en,"airport in Alaska, United States of America",Q14624826
pareg,1.0.0,"R (>= 4.2), tensorflow (>= 2.2.0), tfprobability (>= 0.10.0)",GPL-3,10.18129/B9.BIOC.PAREG,Q14670246,en,genus of insects,Q63034458
parglms,1.28.0,methods,Artistic-2.0,10.18129/B9.BIOC.PARGLMS,,,,Q14624826
parody,1.54.0,"R (>= 3.5.0), tools, utils",Artistic-2.0,10.18129/B9.BIOC.PARODY,Q170539,en,"imitative work created to mock, comment on or trivialise an original work",Q14624826
PAST,1.12.2000,R (>= 4.0),GPL (>= 3),10.18129/B9.BIOC.PAST,Q192630,en,historic time - subdivision of time,Q27016754
Path2PPI,1.26.0,"R (>= 3.2.1), igraph (>= 1.0.1), methods",GPL (>= 2),10.18129/B9.BIOC.PATH2PPI,Q40142773,en,scientific article published on 5 January 2016,Q27016752
pathifier,1.34.0,NA,Artistic-1.0,10.18129/B9.BIOC.PATHIFIER,,,,Q14624823
PathNet,1.36.0,NA,GPL-3,10.18129/B9.BIOC.PATHNET,Q36585204,en,scientific article published on 24 September 2012,Q63034458
PathoStat,1.22.0,R (>= 3.5),GPL (>= 2),10.18129/B9.BIOC.PATHOSTAT,,,,Q27016752
pathRender,1.64.0,"graph, Rgraphviz, RColorBrewer, cMAP, AnnotationDbi, methods,
stats4",LGPL,10.18129/B9.BIOC.PATHRENDER,,,,Q192897
pathVar,1.26.0,"R (>= 3.3.0), methods, ggplot2, gridExtra",LGPL (>= 2.1),10.18129/B9.BIOC.PATHVAR,Q34085215,en,scientific article,Q27016757
pathview,1.36.0,R (>= 3.5.0),GPL (>= 3),10.18129/B9.BIOC.PATHVIEW,Q30641811,en,scientific article,Q27016754
pathwayPCA,1.12.2000,R (>= 3.1),GPL-3,10.18129/B9.BIOC.PATHWAYPCA,Q95281985,en,scientific article published on 20 May 2020,Q63034458
paxtoolsr,1.30.0,"R (>= 3.2), rJava (>= 0.9-8), methods, XML",LGPL-3,10.18129/B9.BIOC.PAXTOOLSR,Q36775609,en,scientific article published on 18 December 2015,Q18534393
pcaExplorer,2.22.0,NA,MIT,10.18129/B9.BIOC.PCAEXPLORER,Q64965263,en,scientific article published on 13 June 2019,Q49108
pcaMethods,1.88.0,"Biobase, methods",GPL (>= 3),10.18129/B9.BIOC.PCAMETHODS,Q31104670,en,scientific article,Q27016754
PCAN,1.24.0,"R (>= 3.3), BiocParallel",CC BY-NC-ND 4.0,10.18129/B9.BIOC.PCAN,Q5033985,en,Spanish political party,Q24082749
PCAtools,2.8.2000,"ggplot2, ggrepel",GPL-3,10.18129/B9.BIOC.PCATOOLS,,,,Q63034458
pcxn,2.18.0,"R (>= 3.4), pcxnData",MIT,10.18129/B9.BIOC.PCXN,,,,Q49108
PDATK,1.4.2000,"R (>= 4.1), SummarizedExperiment",MIT,10.18129/B9.BIOC.PDATK,,,,Q49108
pdInfoBuilder,1.60.0,"R (>= 3.2.0), methods, Biobase (>= 2.27.3), RSQLite (>=
1.0.0), affxparser (>= 1.39.4), oligo (>= 1.31.5)",Artistic-2.0,10.18129/B9.BIOC.PDINFOBUILDER,,,,Q14624826
PeacoQC,1.6.2000,R (>= 4.0),GPL (>= 3),10.18129/B9.BIOC.PEACOQC,,,,Q27016754
peakPantheR,1.10.2000,R (>= 4.2),GPL-3,10.18129/B9.BIOC.PEAKPANTHER,,,,Q63034458
PECA,1.32.0,R (>= 3.3),GPL (>= 2),10.18129/B9.BIOC.PECA,Q177047,en,mountain,Q27016752
peco,1.8.2000,R (>= 3.5.0),GPL (>= 3),10.18129/B9.BIOC.PECO,Q3373916,en,British manufacturer of model railway track and equipment,Q27016754
pengls,1.2.2000,R (>= 4.0),GPL-2,10.18129/B9.BIOC.PENGLS,,,,Q63002579
PepsNMR,1.14.0,R (>= 3.6),GPL-2,10.18129/B9.BIOC.PEPSNMR,Q88293961,en,scientific article published on 12 March 2018,Q63002579
pepStat,1.30.0,"R (>= 3.0.0), Biobase, IRanges",Artistic-2.0,10.18129/B9.BIOC.PEPSTAT,Q7166509,en,chemical compound,Q14624826
pepXMLTab,1.30.0,R (>= 3.0.1),Artistic-2.0,10.18129/B9.BIOC.PEPXMLTAB,,,,Q14624826
PERFect,1.10.2000,"R (>= 3.6.0), sn (>= 1.5.2)",Artistic-2.0,10.18129/B9.BIOC.PERFECT,Q625420,en,grammatical aspect,Q14624826
periodicDNA,1.6.2000,"R (>= 4.0), Biostrings, GenomicRanges, IRanges, BSgenome,
BiocParallel",GPL-3,10.18129/B9.BIOC.PERIODICDNA,,,,Q63034458
PFP,1.4.2000,R (>= 4.0),GPL-2,10.18129/B9.BIOC.PFP,Q152402,en,graphical representation of the user or the user's alter ego or character,Q63002579
pgca,1.20.0,NA,GPL (>= 2),10.18129/B9.BIOC.PGCA,Q23530441,en,microbial protein found in Clostridium botulinum A str. ATCC 3502,Q27016752
phantasus,1.16.2,R (>= 3.5),MIT,10.18129/B9.BIOC.PHANTASUS,Q2084857,en,Poetry cycle by Arno Holz,Q49108
PharmacoGx,3.0.2,"R (>= 3.6), CoreGx",Artistic-2.0,10.18129/B9.BIOC.PHARMACOGX,Q38812641,en,scientific article published on 9 December 2015,Q14624826
PhenoGeneRanker,1.4.2000,NA,Creative Commons Attribution 4.0 International License,10.18129/B9.BIOC.PHENOGENERANKER,,,,Q20007257
phenopath,1.20.0,NA,Apache License 2.0,10.18129/B9.BIOC.PHENOPATH,,,,Q13785927
phenoTest,1.44.0,"R (>= 3.6.0), Biobase, methods, annotate, Heatplus, BMA,
ggplot2, Hmisc",GPL (>= 2),10.18129/B9.BIOC.PHENOTEST,,,,Q27016752
philr,1.22.0,NA,GPL-3,10.18129/B9.BIOC.PHILR,Q19861177,en,sulfosalt mineral,Q63034458
PhIPData,1.4.2000,"R (>= 4.1.0), SummarizedExperiment (>= 1.3.81)",MIT,10.18129/B9.BIOC.PHIPDATA,,,,Q49108
phosphonormalizer,1.20.0,R (>= 4.0),GPL (>= 2),10.18129/B9.BIOC.PHOSPHONORMALIZER,Q47317177,en,scientific article published on 15 September 2017,Q27016752
PhosR,1.6.2000,R (>= 4.1.0),GPL-3,10.18129/B9.BIOC.PHOSR,Q29815791,en,Protein found in Drosophila melanogaster,Q63034458
PhyloProfile,1.10.2004,R (>= 4.2.0),MIT,10.18129/B9.BIOC.PHYLOPROFILE,Q53829833,en,scientific article,Q49108
phyloseq,1.40.0,R (>= 3.3.0),AGPL-3,10.18129/B9.BIOC.PHYLOSEQ,Q24288698,en,scientific article,Q27017232
Pi,2.8.2000,"igraph, dnet, ggplot2, graphics",GPL-3,10.18129/B9.BIOC.PI,Q42722,en,federated state of Brazil,Q63034458
piano,2.12.2000,R (>= 3.5),GPL (>= 2),10.18129/B9.BIOC.PIANO,Q5994,en,musical instrument,Q27016752
pickgene,1.68.0,NA,GPL (>= 2),10.18129/B9.BIOC.PICKGENE,,,,Q27016752
PICS,2.40.0,R (>= 3.0.0),Artistic-2.0,10.18129/B9.BIOC.PICS,Q16254820,en,collection of health disorders among survivors of critical illness,Q14624826
